Index,CWE,Vulnerable,Ground_Ranking,Ground_Score,Id_of_description_1,Score_1,Id_of_description_2,Score_2,Id_of_description_3,Score_3
12424,200,1,88,0.5213,,,,,,
12425,532,1,528,0.2966,,,,,,
12426,119,1,269,0.5791,829,0.744,843,0.7432,1264,0.7399
12427,119,1,297,0.4148,,,,,,
12428,119,1,225,0.6256,1260,0.7528,250,0.7486,1232,0.7482
12429,119,1,291,0.4296,,,,,,
12430,119,1,294,0.422,,,,,,
12431,119,1,283,0.4055,,,,,,
12432,125,1,193,0.3908,,,,,,
12433,119,1,290,0.353,,,,,,
12434,119,1,285,0.3544,,,,,,
12435,119,1,300,0.3635,,,,,,
12436,787,1,516,0.2866,,,,,,
12437,787,1,511,0.4399,1224,0.7381,1339,0.7378,1220,0.7356
12438,787,1,527,0.2891,,,,,,
12439,787,1,517,0.2875,,,,,,
12440,787,1,523,0.2873,,,,,,
12441,119,1,282,0.3553,,,,,,
12442,772,1,502,0.2839,,,,,,
12443,415,1,306,0.3633,1240,0.7348,,,,
12444,190,1,117,0.5953,,,,,,
12445,20,1,2,0.728,1240,0.7426,,,,
12446,119,1,276,0.3659,,,,,,
12447,119,1,275,0.3652,,,,,,
12448,119,1,285,0.3527,,,,,,
12449,119,1,292,0.3594,,,,,,
12450,125,1,190,0.5227,,,,,,
12451,125,1,197,0.4748,,,,,,
12452,269,1,831,0.1798,1240,0.7318,,,,
12453,20,1,2,0.7209,,,,,,
12454,20,1,4,0.696,,,,,,
12455,20,1,3,0.7078,,,,,,
12456,20,1,6,0.6922,,,,,,
12457,20,1,2,0.7101,,,,,,
12458,20,1,4,0.6952,,,,,,
12459,20,1,3,0.6923,,,,,,
12460,20,1,2,0.7098,,,,,,
12461,20,1,1,0.7087,,,,,,
12462,20,1,5,0.6961,,,,,,
12463,125,1,181,0.3592,,,,,,
12464,125,1,187,0.3739,,,,,,
12465,125,1,193,0.3887,,,,,,
12466,476,1,633,0.2487,,,,,,
12467,476,1,633,0.2493,,,,,,
12468,476,1,639,0.3143,1251,0.7335,,,,
12469,476,1,70,0.729,1296,0.7656,404,0.7656,665,0.7651
12470,476,1,639,0.3349,,,,,,
12471,476,1,635,0.243,1240,0.7313,,,,
12472,476,1,644,0.3123,,,,,,
12473,476,1,640,0.2506,1240,0.7311,,,,
12474,476,1,638,0.2988,,,,,,
12475,476,1,89,0.6919,657,0.7732,48,0.7602,56,0.7598
12476,416,1,79,0.6371,1292,0.7355,1330,0.734,1336,0.7331
12477,416,1,80,0.64,1389,0.7336,1326,0.7308,611,0.7307
12478,416,1,34,0.6988,1311,0.7331,497,0.7314,1274,0.7312
12479,532,1,527,0.2759,,,,,,
12480,200,1,411,0.5699,527,0.7477,863,0.7433,252,0.7414
12481,617,1,374,0.3204,1299,0.7308,,,,
12482,617,1,358,0.3353,,,,,,
12484,190,1,122,0.4523,,,,,,
12485,369,1,662,0.2345,,,,,,
12486,369,1,662,0.2326,,,,,,
12487,369,1,662,0.2325,,,,,,
12488,119,1,296,0.345,,,,,,
12489,119,1,282,0.3543,1299,0.7406,1323,0.7381,,
12491,119,1,283,0.3483,,,,,,
12492,125,1,193,0.3987,1240,0.7361,,,,
12493,125,1,209,0.4771,1329,0.7393,,,,
12494,125,1,115,0.6601,1246,0.7399,35,0.7398,1267,0.7316
12495,125,1,193,0.4068,,,,,,
12496,125,1,133,0.6628,662,0.7492,35,0.7442,207,0.7411
12497,191,1,716,0.23,,,,,,
12498,369,1,653,0.4379,502,0.7349,1320,0.7341,1321,0.7327
12499,369,1,667,0.2415,,,,,,
12500,369,1,654,0.2455,1240,0.7378,,,,
12501,190,1,129,0.4325,,,,,,
12502,476,1,633,0.4286,1278,0.7468,1385,0.7459,1236,0.7443
12503,476,1,633,0.2512,,,,,,
12504,190,1,526,0.5524,1043,0.7617,1044,0.7567,86,0.7497
12505,190,1,390,0.5961,415,0.7547,1064,0.7493,457,0.7467
12506,190,1,128,0.4265,,,,,,
12507,476,1,640,0.2362,,,,,,
12508,476,1,630,0.4155,1267,0.737,35,0.7353,,
12509,358,1,824,0.1865,1240,0.7383,,,,
12510,358,1,822,0.1833,1240,0.7356,,,,
12511,416,1,92,0.4737,,,,,,
12512,476,1,631,0.2505,1240,0.7304,,,,
12513,476,1,520,0.549,1120,0.7407,1084,0.7396,412,0.7394
12514,476,1,521,0.5442,1164,0.7431,1094,0.7396,1089,0.7386
12515,476,1,629,0.3069,,,,,,
12516,476,1,637,0.35,,,,,,
12517,476,1,634,0.256,,,,,,
12518,125,1,187,0.406,1240,0.7346,,,,
12519,416,1,90,0.4773,1240,0.7364,,,,
12520,416,1,91,0.4776,1240,0.7352,,,,
12521,125,1,191,0.4494,,,,,,
12522,119,1,288,0.3733,1240,0.7308,,,,
12523,125,1,197,0.3898,,,,,,
12524,119,1,299,0.3538,,,,,,
12525,119,1,292,0.3529,,,,,,
12526,119,1,290,0.3469,,,,,,
12527,119,1,291,0.349,,,,,,
12528,119,1,292,0.3592,,,,,,
12529,119,1,281,0.3575,,,,,,
12530,119,1,288,0.4102,,,,,,
12531,119,1,286,0.3568,1299,0.7357,,,,
12532,119,1,299,0.3386,,,,,,
12533,119,1,283,0.5144,,,,,,
12534,119,1,299,0.3546,,,,,,
12535,119,1,303,0.3407,,,,,,
12536,476,1,619,0.4731,1282,0.7371,1024,0.7343,594,0.7342
12537,125,1,193,0.3795,,,,,,
12538,125,1,194,0.3948,,,,,,
12539,190,1,127,0.4361,,,,,,
12540,20,1,2,0.7105,,,,,,
12541,191,1,711,0.2411,,,,,,
12542,125,1,196,0.3958,,,,,,
12543,476,1,636,0.255,,,,,,
12544,125,1,135,0.657,662,0.7498,1264,0.7428,207,0.7421
12545,125,1,192,0.4144,,,,,,
12548,119,1,289,0.3795,,,,,,
12549,416,1,92,0.4869,,,,,,
12550,476,1,633,0.4405,1320,0.7459,250,0.7373,1232,0.7355
12551,476,1,632,0.2583,1240,0.7397,,,,
12555,284,1,505,0.2874,,,,,,
12556,284,1,508,0.2865,,,,,,
12557,476,1,639,0.2493,1240,0.7309,,,,
12558,476,1,640,0.2512,,,,,,
12559,476,1,639,0.2511,,,,,,
12560,119,1,297,0.354,1240,0.7326,,,,
12562,190,1,122,0.452,,,,,,
12563,190,1,453,0.5695,1284,0.7428,605,0.7391,1074,0.7363
12564,125,1,197,0.3995,1240,0.7308,,,,
12565,125,1,197,0.3995,1240,0.7308,,,,
12566,20,1,2,0.7179,1240,0.7308,,,,
12567,20,1,2,0.7302,1240,0.7307,,,,
12568,119,1,289,0.3606,,,,,,
12569,119,1,75,0.728,433,0.7681,396,0.7608,1054,0.7602
12570,119,1,294,0.3591,,,,,,
12571,119,1,285,0.4297,,,,,,
12572,119,1,300,0.3795,,,,,,
12573,119,1,224,0.6589,615,0.7502,86,0.7497,582,0.7492
12574,119,1,291,0.3721,,,,,,
12575,119,1,103,0.7019,1331,0.7487,1272,0.741,1234,0.7408
12576,119,1,296,0.3599,,,,,,
12577,119,1,286,0.3707,1240,0.7319,,,,
12578,119,1,294,0.3617,1240,0.7321,,,,
12579,119,1,283,0.3686,1240,0.7339,,,,
12580,119,1,291,0.3582,,,,,,
12581,119,1,292,0.3601,,,,,,
12582,119,1,293,0.3599,,,,,,
12583,119,1,285,0.3676,1240,0.735,,,,
12584,119,1,298,0.3615,,,,,,
12585,119,1,290,0.3609,,,,,,
12586,119,1,292,0.3649,1240,0.7305,,,,
12587,119,1,283,0.3608,,,,,,
12588,119,1,292,0.3612,,,,,,
12589,119,1,290,0.3547,,,,,,
12590,119,1,289,0.3552,,,,,,
12591,119,1,289,0.3624,1240,0.7323,,,,
12592,119,1,285,0.3687,,,,,,
12593,119,1,281,0.3563,,,,,,
12594,119,1,300,0.3581,,,,,,
12595,119,1,292,0.3555,,,,,,
12596,119,1,286,0.3526,,,,,,
12597,119,1,279,0.3703,1240,0.7317,,,,
12598,119,1,282,0.3688,1240,0.7358,,,,
12599,119,1,291,0.3647,,,,,,
12600,119,1,290,0.3579,,,,,,
12601,119,1,294,0.3597,,,,,,
12602,119,1,295,0.36,1240,0.7318,,,,
12603,119,1,290,0.3656,1240,0.736,,,,
12604,119,1,286,0.363,1240,0.7329,,,,
12605,119,1,286,0.3634,,,,,,
12606,119,1,277,0.3633,,,,,,
12607,119,1,289,0.3609,,,,,,
12608,119,1,301,0.3595,1240,0.7307,,,,
12609,119,1,276,0.3594,,,,,,
12610,119,1,306,0.3563,1240,0.7308,,,,
12611,119,1,292,0.3616,,,,,,
12612,119,1,289,0.3648,1240,0.7318,,,,
12613,119,1,289,0.3528,,,,,,
12614,119,1,292,0.3607,,,,,,
12615,119,1,291,0.3628,,,,,,
12616,119,1,297,0.3642,,,,,,
12617,119,1,284,0.3661,1240,0.7326,,,,
12618,119,1,289,0.3647,,,,,,
12619,119,1,286,0.3503,,,,,,
12620,119,1,294,0.3573,,,,,,
12621,119,1,290,0.3628,,,,,,
12622,119,1,294,0.3609,,,,,,
12623,119,1,289,0.3628,,,,,,
12624,119,1,285,0.3622,1240,0.7312,,,,
12625,119,1,291,0.3673,1240,0.7378,,,,
12626,119,1,295,0.3653,1240,0.7357,,,,
12627,119,1,290,0.3664,1240,0.7327,,,,
12628,119,1,297,0.3564,,,,,,
12629,119,1,298,0.3644,1299,0.733,,,,
12630,119,1,293,0.3606,,,,,,
12631,119,1,284,0.3443,,,,,,
12632,119,1,298,0.3627,1240,0.731,,,,
12633,119,1,285,0.3632,,,,,,
12634,119,1,290,0.3593,,,,,,
12635,119,1,293,0.3642,1240,0.7336,,,,
12636,119,1,291,0.3604,,,,,,
12637,119,1,287,0.3626,,,,,,
12638,119,1,284,0.3621,1240,0.733,,,,
12639,119,1,283,0.3571,,,,,,
12640,119,1,289,0.3629,,,,,,
12641,119,1,283,0.3705,,,,,,
12642,119,1,291,0.3726,,,,,,
12643,119,1,293,0.3607,,,,,,
12644,119,1,291,0.361,1240,0.7321,,,,
12645,119,1,290,0.3642,1240,0.734,,,,
12646,119,1,289,0.3652,,,,,,
12647,119,1,287,0.361,,,,,,
12648,119,1,289,0.363,1240,0.7335,,,,
12649,119,1,278,0.3653,1240,0.7327,,,,
12650,119,1,284,0.3716,1240,0.7351,,,,
12651,119,1,285,0.3603,,,,,,
12652,119,1,295,0.3526,,,,,,
12653,284,1,507,0.2914,,,,,,
12654,284,1,515,0.2855,,,,,,
12655,119,1,282,0.3555,,,,,,
12656,119,1,282,0.3555,,,,,,
12657,20,1,2,0.7214,1240,0.7362,,,,
12658,20,1,4,0.6854,,,,,,
12659,119,1,277,0.3633,,,,,,
12660,119,1,282,0.3555,,,,,,
12661,400,1,153,0.4265,,,,,,
12662,119,1,278,0.3661,,,,,,
12663,119,1,284,0.3653,,,,,,
12664,119,1,291,0.3637,1240,0.7402,,,,
12665,119,1,289,0.3594,1351,0.751,1323,0.748,1299,0.7442
12666,119,1,289,0.3627,1240,0.737,,,,
12667,369,1,659,0.2471,1240,0.735,,,,
12668,119,1,290,0.3596,,,,,,
12669,416,1,91,0.4811,,,,,,
12670,119,1,289,0.3597,,,,,,
12671,119,1,290,0.3594,,,,,,
12672,22,1,51,0.5135,,,,,,
12673,22,1,49,0.5341,,,,,,
12674,119,1,296,0.3592,,,,,,
12676,284,1,506,0.2942,,,,,,
12677,119,1,213,0.6662,1050,0.7619,615,0.7589,86,0.7542
12678,119,1,292,0.3703,,,,,,
12679,119,1,286,0.536,1311,0.7426,1224,0.7396,1302,0.7385
12680,119,1,292,0.3656,,,,,,
12681,119,1,296,0.3574,,,,,,
12682,119,1,290,0.4572,,,,,,
12683,119,1,299,0.3639,,,,,,
12684,119,1,293,0.4006,,,,,,
12685,119,1,273,0.56,,,,,,
12686,119,1,300,0.3638,,,,,,
12687,119,1,287,0.3718,,,,,,
12688,119,1,287,0.3576,,,,,,
12689,119,1,294,0.3724,1240,0.746,,,,
12693,426,1,307,0.3471,1240,0.7308,,,,
12694,426,1,298,0.3568,,,,,,
12695,426,1,67,0.7129,184,0.7495,527,0.7479,316,0.7471
12696,416,1,91,0.483,1240,0.7376,,,,
12697,125,1,194,0.3981,,,,,,
12698,476,1,643,0.254,,,,,,
12699,476,1,635,0.2546,,,,,,
12700,476,1,637,0.2552,,,,,,
12701,119,1,295,0.3494,,,,,,
12704,190,1,125,0.4448,1240,0.7359,,,,
12705,119,1,294,0.355,,,,,,
12706,476,1,639,0.2527,1240,0.7399,,,,
12707,476,1,642,0.2542,,,,,,
12708,476,1,623,0.2543,1240,0.7338,,,,
12709,190,1,126,0.44,,,,,,
12710,190,1,18,0.7076,,,,,,
12711,190,1,289,0.6304,316,0.7474,667,0.7472,1116,0.7447
12712,190,1,264,0.6204,527,0.7319,,,,
12713,190,1,632,0.4947,546,0.7427,81,0.7424,401,0.7406
12714,190,1,632,0.4944,81,0.7421,546,0.742,401,0.7389
12715,190,1,616,0.5042,428,0.7477,202,0.7432,683,0.7416
12716,190,1,135,0.6823,1282,0.7469,30,0.7464,552,0.7461
12717,190,1,676,0.4815,1091,0.7494,785,0.7483,1088,0.7472
12718,190,1,379,0.5853,621,0.7361,26,0.7353,1281,0.7343
12719,190,1,527,0.5561,374,0.7529,1043,0.752,692,0.7489
12720,190,1,299,0.6237,917,0.7407,667,0.7384,1049,0.737
12721,190,1,127,0.4265,,,,,,
12722,190,1,129,0.4356,,,,,,
12723,190,1,39,0.7031,329,0.7405,843,0.7379,1270,0.7366
12724,190,1,38,0.6922,,,,,,
12725,190,1,108,0.6185,,,,,,
12726,190,1,109,0.616,,,,,,
12727,190,1,129,0.428,,,,,,
12728,190,1,127,0.5357,,,,,,
12729,190,1,42,0.6661,,,,,,
12730,190,1,56,0.6989,1320,0.7366,,,,
12731,190,1,128,0.4286,,,,,,
12732,190,1,116,0.596,,,,,,
12733,190,1,28,0.6911,,,,,,
12734,190,1,97,0.626,,,,,,
12735,190,1,351,0.5998,1393,0.7424,308,0.7367,119,0.7359
12736,190,1,69,0.6634,1268,0.7331,,,,
12737,190,1,122,0.6447,,,,,,
12738,190,1,125,0.4882,,,,,,
12739,190,1,123,0.4458,,,,,,
12740,190,1,126,0.435,,,,,,
12741,190,1,123,0.4496,1240,0.7389,,,,
12742,190,1,118,0.5921,,,,,,
12743,190,1,124,0.4359,,,,,,
12744,190,1,128,0.432,,,,,,
12745,190,1,120,0.5654,327,0.7338,,,,
12746,190,1,165,0.6658,1282,0.7501,32,0.7459,552,0.7412
12747,190,1,125,0.4465,,,,,,
12748,190,1,127,0.4346,,,,,,
12749,190,1,115,0.5954,,,,,,
12750,190,1,122,0.4566,1240,0.739,,,,
12751,190,1,122,0.5597,,,,,,
12752,190,1,128,0.4371,,,,,,
12753,190,1,126,0.5035,,,,,,
12754,190,1,129,0.4519,,,,,,
12755,190,1,125,0.5448,,,,,,
12756,190,1,110,0.6116,,,,,,
12757,190,1,125,0.5079,,,,,,
12758,119,1,296,0.3565,1240,0.7306,,,,
12759,20,1,2,0.7003,,,,,,
12760,20,1,2,0.6974,,,,,,
12761,20,1,1,0.6769,,,,,,
12762,190,1,132,0.4212,,,,,,
12763,20,1,2,0.7182,,,,,,
12764,190,1,131,0.423,,,,,,
12765,190,1,548,0.5245,,,,,,
12766,190,1,552,0.5256,749,0.7387,615,0.7327,1050,0.7316
12767,190,1,248,0.6279,1331,0.7316,,,,
12768,190,1,293,0.6129,316,0.7322,,,,
12769,190,1,1,0.744,190,0.744,1278,0.7411,1385,0.7379
12770,190,1,28,0.7139,207,0.7396,662,0.7371,1233,0.7365
12771,190,1,96,0.6162,,,,,,
12772,190,1,125,0.4396,,,,,,
12773,476,1,631,0.2497,1240,0.7312,,,,
12774,476,1,627,0.2469,,,,,,
12775,476,1,636,0.2589,,,,,,
12776,476,1,631,0.2497,1240,0.7356,,,,
12777,119,1,295,0.5144,,,,,,
12778,119,1,142,0.6875,1282,0.7556,594,0.7514,1301,0.7509
12779,415,1,45,0.7254,110,0.7425,1104,0.7422,1109,0.7408
12780,369,1,657,0.2452,,,,,,
12781,476,1,639,0.2488,,,,,,
12782,476,1,632,0.2483,1240,0.7408,,,,
12783,476,1,636,0.4207,,,,,,
12784,125,1,201,0.4073,,,,,,
12785,125,1,193,0.4236,,,,,,
12786,119,1,287,0.3694,,,,,,
12787,119,1,282,0.3554,,,,,,
12788,476,1,636,0.2506,,,,,,
12789,119,1,284,0.4727,,,,,,
12793,190,1,134,0.6559,,,,,,
12795,119,1,283,0.3491,,,,,,
12796,416,1,92,0.4769,,,,,,
12797,125,1,194,0.4137,1240,0.7383,,,,
12809,787,1,525,0.292,,,,,,
12810,125,1,179,0.4046,,,,,,
12811,125,1,204,0.3991,,,,,,
12812,20,1,1,0.7172,,,,,,
12813,125,1,187,0.4055,1299,0.7373,1323,0.7337,1256,0.7322
12814,125,1,184,0.4398,,,,,,
12815,125,1,196,0.3906,,,,,,
12816,125,1,199,0.4024,,,,,,
12817,125,1,205,0.3965,,,,,,
12818,369,1,665,0.2884,,,,,,
12819,369,1,659,0.2653,,,,,,
12820,125,1,204,0.4,,,,,,
12821,125,1,181,0.3992,,,,,,
12822,125,1,192,0.4058,,,,,,
12823,787,1,521,0.2858,1299,0.7409,,,,
12824,125,1,579,0.5216,436,0.7686,1076,0.7646,1068,0.7605
12825,125,1,203,0.3994,,,,,,
12826,125,1,193,0.4083,1240,0.7368,,,,
12827,125,1,196,0.4056,1240,0.7326,,,,
12828,125,1,189,0.4035,,,,,,
12829,125,1,193,0.4035,,,,,,
12832,119,1,283,0.3656,1240,0.7422,,,,
12833,287,1,868,0.1757,1240,0.7348,,,,
12834,287,1,859,0.1772,,,,,,
12835,125,1,204,0.3968,1240,0.7306,,,,
12836,415,1,136,0.692,615,0.7586,86,0.757,245,0.7552
12837,415,1,306,0.3528,,,,,,
12838,415,1,119,0.6966,86,0.7553,761,0.7546,762,0.7505
12839,415,1,78,0.7088,527,0.7581,925,0.7462,316,0.7447
12840,415,1,105,0.7042,1331,0.7488,527,0.7474,316,0.7448
12841,125,1,188,0.5173,,,,,,
12842,125,1,187,0.42,,,,,,
12843,125,1,194,0.3826,,,,,,
12844,190,1,126,0.4381,,,,,,
12845,476,1,634,0.2512,1240,0.7394,,,,
12846,476,1,637,0.267,,,,,,
12847,476,1,540,0.5379,605,0.751,433,0.7504,1392,0.7429
12851,284,1,504,0.2939,,,,,,
12852,20,1,3,0.7253,1240,0.7309,,,,
12853,119,1,289,0.3544,,,,,,
12854,119,1,296,0.426,,,,,,
12855,190,1,123,0.4523,1240,0.7308,,,,
12856,119,1,283,0.3448,,,,,,
12857,74,1,71,0.5061,1240,0.7325,,,,
12858,125,1,194,0.3767,,,,,,
12859,125,1,199,0.3816,,,,,,
12860,125,1,199,0.3861,,,,,,
12861,125,1,192,0.3854,,,,,,
12862,125,1,200,0.374,,,,,,
12864,125,1,196,0.4018,1240,0.7337,,,,
12865,125,1,184,0.4123,,,,,,
12866,190,1,128,0.4511,,,,,,
12867,190,1,127,0.5492,1059,0.7303,,,,
12868,119,1,282,0.4916,1336,0.7319,,,,
12869,77,1,354,0.3335,,,,,,
12870,77,1,356,0.347,,,,,,
12874,125,1,191,0.3962,,,,,,
12875,119,1,290,0.3606,,,,,,
12876,20,1,2,0.7154,,,,,,
12877,476,1,636,0.2546,,,,,,
12878,125,1,199,0.4103,1240,0.7347,,,,
12885,415,1,306,0.3601,1240,0.7355,,,,
12886,476,1,630,0.2488,1299,0.7354,,,,
12887,119,1,291,0.3659,1240,0.7355,,,,
12889,119,1,288,0.3452,,,,,,
12890,119,1,298,0.3467,,,,,,
12891,287,1,870,0.1892,,,,,,
12894,416,1,93,0.4512,,,,,,
12895,20,1,2,0.706,,,,,,
12896,20,1,176,0.5357,1326,0.7395,1389,0.7342,319,0.732
12897,20,1,2,0.7089,,,,,,
12898,190,1,124,0.4474,1240,0.7353,,,,
12899,190,1,114,0.6073,,,,,,
12900,190,1,126,0.5458,,,,,,
12901,190,1,131,0.4333,1240,0.733,,,,
12902,190,1,127,0.4356,,,,,,
12903,476,1,640,0.248,1240,0.7325,,,,
12904,426,1,46,0.7122,827,0.7369,1125,0.735,567,0.735
12905,295,1,482,0.2986,,,,,,
12906,59,1,783,0.1955,,,,,,
12907,20,1,5,0.7241,1323,0.7444,1299,0.7402,1256,0.7318
12908,20,1,2,0.734,1256,0.7382,20,0.734,1299,0.7334
12909,20,1,85,0.5758,,,,,,
12910,20,1,134,0.544,,,,,,
12911,20,1,4,0.708,,,,,,
12912,20,1,2,0.7138,1240,0.7314,,,,
12913,20,1,5,0.6643,,,,,,
12914,416,1,12,0.717,1224,0.7373,,,,
12917,416,1,86,0.5891,1251,0.7316,,,,
12918,20,1,6,0.628,,,,,,
12919,20,1,5,0.7023,,,,,,
12920,20,1,2,0.709,,,,,,
12921,20,1,3,0.7109,,,,,,
12922,20,1,3,0.7072,,,,,,
12923,20,1,6,0.6959,,,,,,
12924,20,1,23,0.6404,,,,,,
12925,20,1,34,0.6278,,,,,,
12926,20,1,860,0.3434,,,,,,
12927,20,1,942,0.3132,,,,,,
12928,20,1,2,0.7127,,,,,,
12929,77,1,364,0.4318,,,,,,
12930,77,1,351,0.4186,,,,,,
12931,77,1,348,0.4135,,,,,,
12932,20,1,279,0.5093,226,0.7304,94,0.7303,,
12933,20,1,2,0.7211,1240,0.737,,,,
12934,59,1,784,0.3008,1224,0.7551,1022,0.7394,1316,0.7374
12937,119,1,300,0.3614,1240,0.7308,,,,
12938,119,1,297,0.4457,,,,,,
12939,119,1,40,0.7363,621,0.7649,26,0.7604,1281,0.7581
12941,119,1,299,0.3699,1240,0.7511,,,,
12942,125,1,194,0.3755,,,,,,
12943,125,1,189,0.3877,,,,,,
12944,416,1,92,0.4702,1323,0.735,1299,0.7308,,
12945,835,1,680,0.2315,,,,,,
12946,119,1,291,0.3523,,,,,,
12947,125,1,186,0.384,,,,,,
12948,415,1,307,0.4089,,,,,,
12949,476,1,641,0.2548,,,,,,
12950,416,1,92,0.5173,,,,,,
12951,416,1,90,0.4883,1240,0.7316,,,,
12952,415,1,309,0.3711,1240,0.7308,,,,
12953,190,1,128,0.4222,,,,,,
12954,190,1,129,0.4184,1299,0.7543,1323,0.7519,1351,0.7439
12955,119,1,287,0.3493,,,,,,
12956,119,1,294,0.362,,,,,,
12957,125,1,179,0.4408,,,,,,
12958,125,1,176,0.4261,,,,,,
12959,119,1,294,0.3632,1299,0.7518,1351,0.7438,1323,0.7429
12960,119,1,293,0.3576,1299,0.7374,1323,0.7323,,
12961,119,1,289,0.3629,1299,0.7437,1256,0.7381,1351,0.7322
12962,119,1,289,0.3637,1299,0.7436,1256,0.7378,1351,0.7328
12963,200,1,89,0.4751,1256,0.7328,,,,
12964,835,1,673,0.2347,1240,0.7307,,,,
12965,125,1,196,0.4064,1240,0.7337,,,,
12966,125,1,185,0.5761,1221,0.7344,831,0.7322,79,0.7305
12967,125,1,194,0.4079,,,,,,
12968,617,1,371,0.3232,1323,0.7613,1299,0.7603,1351,0.7491
12969,617,1,363,0.324,,,,,,
12970,400,1,146,0.4361,1240,0.7428,,,,
12971,400,1,150,0.5783,,,,,,
12972,400,1,141,0.4326,1240,0.736,,,,
12973,125,1,188,0.382,,,,,,
12974,125,1,193,0.4769,,,,,,
12975,125,1,190,0.3904,,,,,,
12976,835,1,677,0.2333,,,,,,
12977,416,1,90,0.4886,1240,0.7427,,,,
12978,125,1,189,0.4,,,,,,
12979,190,1,126,0.4435,,,,,,
12980,787,1,520,0.2887,,,,,,
12981,787,1,534,0.2752,,,,,,
12982,119,1,241,0.6087,1385,0.7467,250,0.7408,1232,0.7396
12983,200,1,89,0.478,,,,,,
12984,200,1,89,0.4778,,,,,,
12985,200,1,90,0.4879,1240,0.7382,,,,
12986,200,1,88,0.4786,,,,,,
12987,200,1,83,0.4688,,,,,,
12988,59,1,780,0.199,,,,,,
12989,59,1,779,0.34,1278,0.7553,250,0.7479,1232,0.746
12990,59,1,782,0.2668,1223,0.7304,,,,
12991,59,1,782,0.2793,1338,0.7359,22,0.7356,1326,0.7318
12992,59,1,785,0.1995,,,,,,
12993,59,1,781,0.2045,1240,0.7311,,,,
12994,59,1,765,0.4267,111,0.7593,1054,0.7578,1064,0.7557
12995,59,1,783,0.2061,,,,,,
12996,59,1,781,0.1976,,,,,,
12997,59,1,780,0.2726,,,,,,
12998,59,1,780,0.1974,,,,,,
12999,59,1,782,0.2104,,,,,,
13000,59,1,779,0.2725,1326,0.7316,,,,
13001,20,1,2,0.7242,1240,0.7377,,,,
13002,200,1,72,0.6535,1326,0.7393,1223,0.7379,319,0.7361
13003,754,1,257,0.4486,1329,0.7308,,,,
13004,22,1,49,0.5346,1240,0.7393,,,,
13005,22,1,50,0.5402,1240,0.7459,,,,
13006,476,1,642,0.2576,,,,,,
13007,125,1,198,0.3978,,,,,,
13008,704,1,914,0.2248,1317,0.7352,1221,0.7346,226,0.7345
13009,704,1,916,0.1603,,,,,,
13010,20,1,99,0.5917,362,0.7448,1251,0.7439,798,0.7411
13011,20,1,2,0.7042,,,,,,
13012,119,1,294,0.3642,,,,,,
13013,119,1,301,0.3964,,,,,,
13014,190,1,123,0.5576,,,,,,
13015,190,1,129,0.5562,,,,,,
13016,190,1,133,0.4232,,,,,,
13017,190,1,133,0.4246,,,,,,
13018,20,1,356,0.4897,1311,0.7324,1317,0.7305,,
13019,119,1,304,0.4207,,,,,,
13020,119,1,295,0.5306,1224,0.7338,,,,
13021,125,1,148,0.6821,567,0.7419,667,0.7382,1315,0.738
13022,617,1,359,0.3496,,,,,,
13023,617,1,373,0.3267,,,,,,
13024,416,1,91,0.4894,1240,0.7431,,,,
13025,416,1,63,0.6668,1326,0.7315,,,,
13026,79,1,58,0.533,1240,0.7481,,,,
13027,125,1,195,0.395,1299,0.7433,,,,
13028,416,1,92,0.4822,1240,0.7399,,,,
13029,119,1,293,0.3496,,,,,,
13030,125,1,196,0.3858,,,,,,
13031,125,1,185,0.3999,,,,,,
13032,617,1,356,0.3326,,,,,,
13033,200,1,45,0.7023,829,0.7463,843,0.7424,1270,0.7379
13034,770,1,197,0.4001,1240,0.7307,,,,
13035,20,1,2,0.7152,,,,,,
13036,20,1,2,0.7203,,,,,,
13037,20,1,1,0.7089,,,,,,
13038,20,1,2,0.7152,,,,,,
13039,20,1,2,0.7173,,,,,,
13040,787,1,509,0.2909,,,,,,
13041,772,1,505,0.2846,,,,,,
13042,772,1,499,0.2867,,,,,,
13043,190,1,90,0.6414,1022,0.732,1224,0.7304,,
13044,125,1,196,0.3973,,,,,,
13045,125,1,196,0.3986,,,,,,
13046,125,1,182,0.3989,,,,,,
13047,125,1,195,0.4004,,,,,,
13048,125,1,188,0.4071,,,,,,
13049,125,1,191,0.3984,,,,,,
13050,125,1,183,0.3998,,,,,,
13051,125,1,194,0.3972,,,,,,
13052,125,1,195,0.406,,,,,,
13053,125,1,186,0.4459,,,,,,
13054,125,1,193,0.4059,,,,,,
13055,125,1,194,0.4074,1240,0.7333,,,,
13056,125,1,196,0.4013,1240,0.7365,,,,
13057,125,1,185,0.4103,1240,0.7335,,,,
13058,125,1,197,0.3974,,,,,,
13059,125,1,188,0.3992,1240,0.735,,,,
13060,125,1,191,0.4039,,,,,,
13061,125,1,177,0.4253,,,,,,
13062,125,1,188,0.3983,,,,,,
13063,125,1,196,0.3934,,,,,,
13064,125,1,192,0.4085,,,,,,
13065,125,1,189,0.3897,,,,,,
13066,125,1,194,0.3852,,,,,,
13067,125,1,183,0.4071,,,,,,
13068,674,1,820,0.1863,1240,0.7335,,,,
13069,415,1,306,0.4443,,,,,,
13070,415,1,307,0.3601,,,,,,
13071,415,1,307,0.3906,,,,,,
13072,415,1,311,0.4484,,,,,,
13073,415,1,313,0.359,,,,,,
