Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,similar-id-1,similar-id-2,similar-id-3,similar-id-4,similar-id-5,similar-id-6,similar-id-7,similar-id-8,similar-id-9,similar-id-10
14657,20,1,Yes,1,20 and 172 are siblings,342,239,440,276,377,1241,346,172,140,231
14658,119,1,Yes,1,128 CanPrecede 119,108,688,638,669,71,348,587,148,128,553
14659,362,1,No,0,,1240,,,,,,,,,
14660,362,1,No,0,,,,,,,,,,,
14661,362,1,No,0,,1240,20,,,,,,,,
14662,362,1,No,0,,,,,,,,,,,
14663,362,1,Yes,1,362 and 430 are siblings,391,623,788,8,314,556,477,694,430,487
14664,362,1,Yes,1,362 and 1281 are siblings,1054,415,1071,457,1064,111,621,637,1281,1312
14666,362,1,No,0,,1256,1299,1323,,,,,,,
14667,362,1,No,0,,,,,,,,,,,
14668,362,1,No,0,,1119,653,1118,1092,23,774,92,146,684,1093
14669,362,1,No,0,,1317,1274,1322,1252,497,1259,1191,1221,646,830
14670,362,1,No,0,,,,,,,,,,,
14671,362,1,No,0,,,,,,,,,,,
14672,362,1,No,0,,1331,1234,1301,1272,1289,65,527,807,1282,754
14673,362,1,No,0,,,,,,,,,,,
14674,362,1,No,0,,1330,1341,259,1292,1059,,,,,
14675,20,1,No,0,,1296,563,95,673,908,1087,382,216,183,155
14676,20,1,No,0,,1084,524,597,1066,77,1094,1085,761,367,1089
14693,200,1,No,0,,1104,138,1275,363,1099,616,1109,1393,80,61
14694,200,1,No,0,,1262,86,692,1044,615,98,368,749,762,66
14695,200,1,Yes,2,"200 and 1331 are siblings, 200 and 1282 are siblings",1331,837,1301,1234,1289,65,501,1286,130,1282
14696,200,1,Yes,1,200 and 642 are siblings,190,1236,35,1278,250,1385,642,188,1246,1232
14697,200,1,No,0,,467,1061,551,1394,598,489,511,64,219,572
14698,200,1,No,0,,1224,1231,,,,,,,,
14699,200,1,No,0,,616,1393,308,119,80,1047,1071,246,28,1083
14700,200,1,No,0,,1244,,,,,,,,,
14701,200,1,No,0,,,,,,,,,,,
14702,200,1,No,0,,,,,,,,,,,
14703,200,1,Yes,1,200 and 491 are siblings,14,109,83,117,129,151,431,97,289,491
14704,200,1,No,0,,628,37,194,47,122,280,531,191,372,93
14705,200,1,No,0,,1085,1089,1097,765,1094,1164,1074,1120,1042,664
14706,200,1,No,0,,50,185,333,832,56,48,54,51,657,596
14707,200,1,Yes,1,200 and 1331 are siblings,579,1331,527,863,925,1298,316,917,1234,667
14708,200,1,No,0,,179,1090,1052,603,772,1091,317,1126,622,1072
14709,200,1,Yes,1,200 and 583 are siblings,91,401,583,81,82,9,1114,546,64,474
14710,200,1,No,0,,50,185,657,548,494,56,835,51,54,48
14711,200,1,Yes,1,200 and 488 are siblings,1260,250,1320,648,1232,488,1385,1278,1283,502
14712,200,1,No,0,,,,,,,,,,,
14713,200,1,No,0,,391,53,593,773,369,410,1062,494,333,805
14714,200,1,Yes,1,200 and 1331 are siblings,1289,1301,1331,601,837,1286,1234,24,338,27
14715,200,1,No,0,,1339,1224,1268,591,116,1220,1300,416,1314,1231
14716,200,1,No,0,,156,304,43,458,657,926,681,783,56,42
14717,200,1,No,0,,6,318,436,786,1124,92,1076,686,595,112
14718,200,1,No,0,,1101,595,581,318,924,566,619,1124,1051,436
14719,200,1,No,0,,,,,,,,,,,
14720,200,1,No,0,,,,,,,,,,,
14721,200,1,No,0,,1058,1086,1056,923,615,1060,25,403,432,435
14722,200,1,No,0,,57,1296,1079,910,382,315,665,183,1121,1123
14723,200,1,No,0,,785,599,1076,795,1106,271,436,1090,36,1100
14724,200,1,Yes,1,200 and 8 are siblings,623,8,314,477,430,788,391,694,625,216
14725,200,1,Yes,1,200 and 8 are siblings,487,425,476,314,391,477,796,8,410,623
14726,200,1,No,0,,1058,598,511,551,467,1061,1105,1057,690,530
14727,200,1,No,0,,1077,35,662,89,1246,1267,207,,,
14728,200,1,No,0,,,,,,,,,,,
14729,200,1,No,0,,688,108,669,638,349,680,482,5,564,587
14730,200,1,Yes,1,200 and 1331 are siblings,1331,1234,1286,807,,,,,,
14731,200,1,No,0,,1299,,,,,,,,,
14735,119,1,No,0,,,,,,,,,,,
14736,119,1,No,0,,,,,,,,,,,
14737,119,1,No,0,,,,,,,,,,,
14738,119,1,Yes,1,20 CanPrecede 119,20,,,,,,,,,
14739,119,1,No,0,,1299,1323,,,,,,,,
14740,119,1,No,0,,,,,,,,,,,
14741,119,1,No,0,,,,,,,,,,,
14742,119,1,No,0,,,,,,,,,,,
14743,119,1,No,0,,551,1058,219,489,1086,1057,467,257,1056,598
14744,119,1,No,0,,598,1057,467,530,82,572,583,551,428,1394
14745,119,1,No,0,,436,1076,1100,780,1068,36,1106,1124,1101,1271
14746,119,1,No,0,,,,,,,,,,,
14747,119,1,Yes,1,805 ChildOf 119,410,391,805,253,181,484,494,1062,53,326
14748,119,1,No,0,,1240,,,,,,,,,
14749,119,1,No,0,,,,,,,,,,,
14750,119,1,Yes,1,190 CanPrecede 119,1385,1278,35,642,250,1232,1283,190,1236,1245
14751,119,1,No,0,,1240,,,,,,,,,
14752,119,1,No,0,,,,,,,,,,,
14753,119,1,Yes,1,Same weakness,28,778,1104,621,1281,119,1393,426,616,1099
14754,119,1,Yes,1,843 CanPrecede 119,329,662,207,1233,441,843,829,759,472,350
14755,119,1,No,0,,1351,,,,,,,,,
14756,119,1,No,0,,,,,,,,,,,
14757,119,1,No,0,,1329,,,,,,,,,
14758,119,1,No,0,,1224,1220,116,,,,,,,
14759,119,1,Yes,1,1339 CanPrecede 119,1300,1268,1339,,,,,,,
14760,119,1,Yes,1,843 CanPrecede 119,329,829,1233,843,759,1077,472,662,1270,1192
14761,119,1,No,0,,,,,,,,,,,
14762,119,1,No,0,,,,,,,,,,,
14763,119,1,No,0,,1261,,,,,,,,,
14764,119,1,No,0,,,,,,,,,,,
14765,119,1,No,0,,1392,1074,664,605,1263,105,1242,1046,1094,77
14766,119,1,No,0,,1332,113,,,,,,,,
14767,119,1,No,0,,1045,91,1069,602,1052,1095,1090,82,471,1072
14768,119,1,No,0,,467,1394,598,1105,572,69,1058,551,834,775
14769,119,1,No,0,,1090,772,603,179,1052,1103,1126,599,1127,785
14770,119,1,No,0,,,,,,,,,,,
14771,119,1,No,0,,1272,242,807,1331,,,,,,
14772,119,1,No,0,,,,,,,,,,,
14773,119,1,No,0,,619,758,92,413,595,766,150,124,581,776
14774,119,1,No,0,,583,64,127,202,481,81,401,683,546,91
14777,79,1,No,0,,1299,1323,1351,,,,,,,
14783,20,1,No,0,,1268,1339,1300,1269,,,,,,
14786,119,1,No,0,,,,,,,,,,,
14788,362,1,No,0,,615,435,590,915,1096,243,41,1058,25,749
14789,119,1,No,0,,1289,837,1301,1331,1234,1286,601,197,24,1282
14790,119,1,No,0,,425,487,306,8,430,314,476,796,477,410
14791,119,1,No,0,,531,191,122,42,49,44,663,46,55,38
14792,119,1,No,0,,,,,,,,,,,
14793,119,1,No,0,,,,,,,,,,,
14794,119,1,No,0,,,,,,,,,,,
14795,119,1,No,0,,108,71,638,688,669,348,152,587,153,349
14796,119,1,No,0,,468,608,12,232,525,331,123,536,132,218
14797,20,1,No,0,,,,,,,,,,,
14799,119,1,No,0,,,,,,,,,,,
14801,119,1,No,0,,1274,1311,,,,,,,,
14802,119,1,Yes,1,1339 CanPrecede 119,1224,1220,116,1339,,,,,,
14803,119,1,No,0,,,,,,,,,,,
14804,119,1,No,0,,,,,,,,,,,
14805,119,1,No,0,,,,,,,,,,,
14806,119,1,Yes,1,20 CanPrecede 119,1240,20,,,,,,,,
14807,119,1,No,0,,,,,,,,,,,
14808,119,1,No,0,,,,,,,,,,,
14810,119,1,No,0,,1240,,,,,,,,,
14811,119,1,No,0,,1317,1322,1274,1311,,,,,,
14812,119,1,No,0,,,,,,,,,,,
14813,119,1,No,0,,,,,,,,,,,
14814,119,1,No,0,,1330,1336,1292,611,1341,,,,,
14815,119,1,No,0,,1320,502,520,34,1321,1232,1209,578,920,539
14816,119,1,No,0,,1300,116,1268,,,,,,,
14817,119,1,No,0,,,,,,,,,,,
14818,119,1,No,0,,1323,1299,,,,,,,,
14819,119,1,No,0,,1326,1244,1389,319,828,1223,,,,
14820,119,1,No,0,,,,,,,,,,,
14821,119,1,No,0,,,,,,,,,,,
14822,119,1,No,0,,,,,,,,,,,
14823,119,1,No,0,,1331,807,527,1234,252,1272,562,379,575,316
14824,119,1,No,0,,1240,,,,,,,,,
14845,119,1,No,0,,,,,,,,,,,
14846,119,1,No,0,,,,,,,,,,,
14847,119,1,Yes,1,125 ChildOf 119,312,612,492,1282,30,262,626,125,921,29
14848,119,1,No,0,,,,,,,,,,,
14849,119,1,No,0,,785,1106,436,573,317,581,780,6,11,318
14850,119,1,No,0,,,,,,,,,,,
14851,119,1,No,0,,1320,,,,,,,,,
14854,20,1,No,0,,583,64,1075,127,546,683,82,91,1258,1114
14855,20,1,No,0,,1091,103,1126,1090,599,1127,603,785,1088,532
14856,20,1,No,0,,494,391,52,221,333,53,805,1098,185,395
14857,20,1,No,0,,1074,1392,1263,1094,1085,478,664,7,1046,1242
14858,20,1,No,0,,83,109,117,14,129,151,97,431,789,482
14859,20,1,No,0,,111,558,1312,1070,1064,433,1054,1071,1073,370
14860,20,1,No,0,,,,,,,,,,,
14864,20,1,No,0,,1299,,,,,,,,,
14875,119,1,No,0,,,,,,,,,,,
14876,119,1,No,0,,1097,1094,1120,1074,1085,664,779,1284,1042,1108
14877,287,1,Yes,1,287 and 1323 are siblings,1299,1256,1323,,,,,,,
14880,20,1,No,0,,,,,,,,,,,
14881,20,1,Yes,1,1287 ChildOf 20,1085,1089,1074,765,1094,1287,1097,779,1046,1242
14882,20,1,No,0,,,,,,,,,,,
14883,20,1,No,0,,1062,593,90,391,53,410,1098,494,369,773
14884,119,1,No,0,,,,,,,,,,,
14890,119,1,No,0,,,,,,,,,,,
14891,119,1,No,0,,1240,,,,,,,,,
14892,119,1,No,0,,113,1251,362,,,,,,,
14893,119,1,No,0,,,,,,,,,,,
14900,119,1,No,0,,,,,,,,,,,
14911,362,1,No,0,,832,596,1390,555,48,198,657,56,168,54
14912,362,1,No,0,,785,317,599,1106,795,436,313,36,271,1076
14913,362,1,No,0,,1268,116,1339,1300,1224,,,,,
14914,362,1,No,0,,1292,1326,,,,,,,,
14915,362,1,No,0,,,,,,,,,,,
14916,362,1,No,0,,,,,,,,,,,
14917,362,1,No,0,,527,316,925,1234,184,667,863,1331,567,252
14926,119,1,No,0,,,,,,,,,,,
14927,119,1,No,0,,1299,,,,,,,,,
14931,22,1,No,0,,,,,,,,,,,
14944,200,1,No,0,,1240,20,,,,,,,,
14945,200,1,No,0,,1299,1256,1323,1351,,,,,,
14946,200,1,No,0,,328,1250,362,1007,,,,,,
14947,200,1,Yes,1,200 and 1331 are siblings,527,242,863,316,925,1331,1298,579,184,807
14948,200,1,No,0,,,,,,,,,,,
14957,20,1,Yes,1,Same weakness,1240,20,,,,,,,,
14958,20,1,No,0,,653,460,651,1123,1055,330,940,1092,161,909
14959,20,1,No,0,,1126,1090,1091,785,103,1088,1106,599,317,603
14960,20,1,No,0,,611,1326,1292,,,,,,,
14961,20,1,No,0,,,,,,,,,,,
14962,20,1,No,0,,,,,,,,,,,
14964,416,1,No,0,,1240,20,,,,,,,,
14968,119,1,No,0,,,,,,,,,,,
14969,119,1,No,0,,,,,,,,,,,
14970,119,1,No,0,,,,,,,,,,,
14971,119,1,No,0,,,,,,,,,,,
14972,119,1,No,0,,,,,,,,,,,
14973,119,1,No,0,,1240,,,,,,,,,
14974,119,1,No,0,,,,,,,,,,,
14975,119,1,No,0,,,,,,,,,,,
14976,119,1,No,0,,,,,,,,,,,
14977,119,1,No,0,,,,,,,,,,,
14978,119,1,No,0,,,,,,,,,,,
14979,119,1,No,0,,,,,,,,,,,
14980,119,1,No,0,,,,,,,,,,,
14981,119,1,No,0,,,,,,,,,,,
14983,119,1,No,0,,,,,,,,,,,
14984,119,1,No,0,,1240,,,,,,,,,
14985,119,1,No,0,,,,,,,,,,,
14986,119,1,No,0,,,,,,,,,,,
14987,119,1,No,0,,,,,,,,,,,
14988,119,1,No,0,,,,,,,,,,,
14989,119,1,No,0,,,,,,,,,,,
14990,119,1,No,0,,1240,,,,,,,,,
14991,119,1,No,0,,,,,,,,,,,
14992,119,1,No,0,,35,1246,1267,,,,,,,
14993,119,1,No,0,,,,,,,,,,,
14994,119,1,No,0,,,,,,,,,,,
14995,119,1,No,0,,,,,,,,,,,
14996,119,1,Yes,1,20 CanPrecede 119,1240,20,,,,,,,,
14997,119,1,No,0,,1240,,,,,,,,,
14998,119,1,No,0,,,,,,,,,,,
14999,119,1,No,0,,,,,,,,,,,
15000,119,1,No,0,,1240,,,,,,,,,
15001,119,1,No,0,,,,,,,,,,,
15002,119,1,No,0,,,,,,,,,,,
15003,119,1,No,0,,,,,,,,,,,
15004,119,1,No,0,,,,,,,,,,,
15006,119,1,No,0,,,,,,,,,,,
15007,119,1,No,0,,,,,,,,,,,
15008,119,1,No,0,,61,1315,,,,,,,,
15009,119,1,No,0,,,,,,,,,,,
15012,416,1,No,0,,520,34,920,502,1209,244,539,1247,1320,1321
15013,416,1,No,0,,427,,,,,,,,,
15014,416,1,No,0,,1303,88,760,1268,1222,329,843,1269,116,1300
15015,416,1,No,0,,,,,,,,,,,
15016,416,1,No,0,,,,,,,,,,,
15017,416,1,No,0,,,,,,,,,,,
15018,416,1,No,0,,1085,1164,1084,1094,1089,1284,765,605,,
15019,416,1,No,0,,917,567,1125,667,106,1049,1004,184,777,316
15020,416,1,No,0,,14,109,117,83,129,431,151,491,122,289
15021,416,1,No,0,,121,157,14,122,15,1038,117,689,422,83
15022,416,1,No,0,,,,,,,,,,,
15023,416,1,No,0,,,,,,,,,,,
15024,416,1,No,0,,,,,,,,,,,
15025,416,1,No,0,,,,,,,,,,,
15026,416,1,No,0,,,,,,,,,,,
15027,416,1,No,0,,,,,,,,,,,
15028,416,1,No,0,,,,,,,,,,,
15029,416,1,No,0,,1299,,,,,,,,,
15030,416,1,No,0,,1192,,,,,,,,,
15031,416,1,No,0,,,,,,,,,,,
15034,119,1,Yes,1,1339 CanPrecede 119,1268,1339,116,1300,760,416,1220,1224,1269,88
15035,119,1,No,0,,,,,,,,,,,
15036,119,1,No,0,,,,,,,,,,,
15038,20,1,No,0,,,,,,,,,,,
15039,119,1,No,0,,,,,,,,,,,
15044,119,1,No,0,,1084,597,367,762,1074,524,,,,
15045,119,1,No,0,,,,,,,,,,,
15049,362,1,No,0,,1240,20,,,,,,,,
15050,22,1,No,0,,,,,,,,,,,
15051,119,1,Yes,1,843 CanPrecede 119,329,1077,829,1270,759,472,843,943,1264,
15052,119,1,No,0,,1322,,,,,,,,,
15053,119,1,No,0,,,,,,,,,,,
15054,119,1,No,0,,581,1101,595,92,1076,766,436,1124,619,924
15055,119,1,No,0,,1043,66,86,761,374,1395,1262,615,692,1044
15056,119,1,Yes,1,1339 CanPrecede 119,1300,1268,116,1269,1339,760,416,1222,1224,1220
15057,119,1,No,0,,613,366,281,614,,,,,,
15058,119,1,No,0,,184,667,316,527,579,917,799,567,925,1234
15059,119,1,No,0,,184,316,667,527,579,917,799,567,925,1234
15060,119,1,No,0,,590,1096,435,915,1056,615,243,25,1041,652
15061,119,1,No,0,,1094,1097,664,77,765,1074,605,1242,779,1392
15062,119,1,No,0,,615,243,1096,1041,590,435,1102,1050,749,1080
15063,119,1,No,0,,1094,1097,664,77,765,1074,605,1242,1392,779
15064,119,1,No,0,,551,1058,1105,64,511,572,467,1061,1394,530
15065,119,1,No,0,,35,1267,1039,1246,662,89,329,1385,1328,
15066,119,1,No,0,,34,577,1295,244,1248,920,31,67,1321,1209
15067,119,1,No,0,,577,1248,920,539,34,1209,1321,244,1295,1247
15068,119,1,No,0,,1107,690,583,1113,64,483,546,598,202,428
15069,119,1,No,0,,64,583,1075,546,82,127,683,1114,202,1258
15070,119,1,No,0,,244,1248,34,31,263,1342,353,1295,920,1243
15071,119,1,No,0,,1248,244,34,31,577,353,1342,1265,1321,263
15072,119,1,No,0,,184,527,917,667,567,316,579,799,1049,1116
15073,119,1,No,0,,,,,,,,,,,
15074,119,1,No,0,,1332,,,,,,,,,
15081,119,1,No,0,,,,,,,,,,,
15098,20,1,No,0,,,,,,,,,,,
15099,94,1,No,0,,108,638,669,688,349,587,680,348,482,1078
15100,119,1,No,0,,1323,1351,1299,1256,,,,,,
15101,119,1,No,0,,,,,,,,,,,
15102,119,1,No,0,,,,,,,,,,,
15103,119,1,No,0,,1351,1256,1299,1323,,,,,,
15104,119,1,Yes,1,190 CanPrecede 119,35,1246,1039,1267,89,1278,190,662,1328,188
15105,119,1,No,0,,1256,,,,,,,,,
15106,119,1,No,0,,1294,,,,,,,,,
15107,119,1,Yes,1,1339 CanPrecede 119,1339,1268,116,1224,,,,,,
15108,200,1,No,0,,,,,,,,,,,
15109,287,1,No,0,,1299,,,,,,,,,
15110,287,1,Yes,1,287 and 1323 are siblings,1256,1299,1323,,,,,,,
15111,287,1,No,0,,1234,1331,807,837,,,,,,
15112,287,1,Yes,1,287 and 1294 are siblings,1294,,,,,,,,,
15113,287,1,Yes,1,287 and 1304 are siblings,1304,,,,,,,,,
15114,287,1,Yes,1,287 and 1323 are siblings,1256,1299,1351,1323,,,,,,
15115,287,1,Yes,1,287 and 1294 are siblings,1294,,,,,,,,,
15116,22,1,No,0,,1332,1304,335,,,,,,,
15117,22,1,No,0,,615,405,915,1102,1041,243,435,86,590,1096
15136,20,1,No,0,,1329,1304,,,,,,,,
15137,119,1,Yes,1,20 CanPrecede 119,1240,20,,,,,,,,
15139,20,1,Yes,2,"179 ChildOf 20, 622 ChildOf 20",1090,1052,772,179,1091,1058,317,622,1025,1103
15140,20,1,No,0,,,,,,,,,,,
15141,20,1,No,0,,1070,111,1064,1071,1054,558,621,1312,433,457
15142,20,1,No,0,,628,37,47,194,372,654,280,407,122,93
15143,20,1,No,0,,,,,,,,,,,
15144,20,1,No,0,,,,,,,,,,,
15145,20,1,Yes,1,20 CanPrecede 770,1282,1229,32,33,30,29,1193,552,770,612
15146,20,1,No,0,,564,148,286,685,545,128,39,40,553,655
15147,20,1,Yes,1,20 and 116 are siblings,1268,1339,116,1300,,,,,,
15148,20,1,No,0,,64,583,82,127,683,546,1258,481,81,1075
15149,20,1,No,0,,1240,,,,,,,,,
15150,20,1,No,0,,527,1298,1331,316,863,1234,925,917,807,667
15151,20,1,No,0,,1092,1093,1119,23,653,146,1118,141,1055,684
15152,20,1,Yes,1,Same weakness,1240,20,,,,,,,,
15153,20,1,No,0,,1082,595,1101,566,619,318,1124,92,924,1051
15154,20,1,No,0,,545,59,39,40,564,148,268,248,1078,543
15155,20,1,Yes,2,"20 CanPrecede 119, 20 and 138 are siblings",1393,80,28,1099,119,616,138,246,26,134
15156,20,1,No,0,,1077,35,1267,329,,,,,,
15157,20,1,No,0,,546,82,81,64,1075,401,583,1258,1052,1095
15158,20,1,No,0,,1089,1085,1094,765,1074,1120,1042,597,1084,1066
15162,119,1,No,0,,,,,,,,,,,
15163,119,1,No,0,,,,,,,,,,,
15164,119,1,No,0,,,,,,,,,,,
15165,119,1,No,0,,,,,,,,,,,
15166,119,1,No,0,,761,86,1043,762,1044,692,66,1262,98,374
15167,119,1,No,0,,,,,,,,,,,
15168,119,1,Yes,1,119 ChildOf 118,541,607,233,528,687,118,278,706,222,613
15169,119,1,No,0,,912,1282,186,29,1048,1115,1310,1230,1391,1285
15170,119,1,No,0,,1164,,,,,,,,,
15171,119,1,No,0,,1299,,,,,,,,,
15172,119,1,No,0,,467,834,551,1394,1058,1105,775,598,483,572
15197,119,1,No,0,,245,761,762,692,1043,86,524,1262,66,1395
15198,119,1,No,0,,64,1058,1107,127,690,598,683,483,375,1057
15199,119,1,No,0,,,,,,,,,,,
15200,119,1,No,0,,,,,,,,,,,
15201,119,1,No,0,,1268,1300,,,,,,,,
15202,119,1,No,0,,329,,,,,,,,,
15203,119,1,No,0,,,,,,,,,,,
15204,119,1,No,0,,1069,1045,1072,546,493,91,602,126,1063,622
15205,119,1,No,0,,,,,,,,,,,
15206,119,1,No,0,,1299,1323,1351,,,,,,,
15207,119,1,No,0,,,,,,,,,,,
15208,119,1,Yes,1,788 ChildOf 119,487,476,425,391,306,623,8,1110,788,556
15209,119,1,No,0,,598,1057,530,572,583,1105,1107,1113,336,551
15210,119,1,Yes,1,805 ChildOf 119,391,593,773,494,410,90,1062,181,805,369
15211,119,1,No,0,,,,,,,,,,,
15212,119,1,No,0,,122,568,561,241,178,628,37,96,47,407
15223,20,1,No,0,,250,1385,1232,470,1260,488,1278,1283,1320,502
15225,20,1,No,0,,663,42,49,46,93,44,55,38,797,45
15234,119,1,No,0,,,,,,,,,,,
15235,119,1,No,0,,1104,134,110,671,28,138,616,1125,1047,1315
15236,284,1,No,0,,524,1108,781,,,,,,,
15237,284,1,No,0,,616,26,621,28,339,637,208,,,
15257,79,1,Yes,1,81 ChildOf 79,1058,82,81,546,1075,583,1063,401,1069,64
15258,79,1,No,0,,,,,,,,,,,
15259,79,1,Yes,1,79 and 77 are siblings,1066,1120,1084,597,1085,412,524,765,77,294
15260,79,1,No,0,,28,616,1083,426,134,119,26,138,354,778
15261,79,1,No,0,,832,596,54,56,48,168,1390,657,50,43
15262,416,1,No,0,,,,,,,,,,,
15263,416,1,No,0,,1261,,,,,,,,,
15264,416,1,No,0,,,,,,,,,,,
15265,416,1,No,0,,,,,,,,,,,
15266,416,1,No,0,,1240,20,,,,,,,,
15267,119,1,No,0,,,,,,,,,,,
15271,119,1,No,0,,1261,1332,,,,,,,,
15272,119,1,No,0,,,,,,,,,,,
15273,119,1,No,0,,,,,,,,,,,
15274,119,1,No,0,,241,568,561,178,514,628,122,149,47,194
15275,119,1,No,0,,1332,1329,444,,,,,,,
15276,119,1,No,0,,1041,615,243,405,72,1102,1096,435,915,749
15277,119,1,No,0,,,,,,,,,,,
15279,119,1,No,0,,,,,,,,,,,
15280,119,1,No,0,,1240,,,,,,,,,
15285,119,1,No,0,,1022,1224,1302,1316,1274,1259,1231,,,
15294,20,1,No,0,,1224,1022,1302,1316,1274,479,1314,1311,1220,
15295,20,1,Yes,1,20 CanPrecede 22,1221,1273,831,1338,94,79,830,226,22,297
15296,22,1,No,0,,,,,,,,,,,
15297,22,1,No,0,,,,,,,,,,,
15314,287,1,No,0,,436,1076,36,1100,11,1106,1068,147,1271,780
15315,20,1,No,0,,,,,,,,,,,
15322,119,1,No,0,,,,,,,,,,,
15323,119,1,No,0,,1259,1274,,,,,,,,
15324,119,1,No,0,,498,653,460,1118,651,940,1119,1092,23,1055
15325,119,1,No,0,,439,495,674,394,305,1187,509,733,279,528
15326,119,1,No,0,,,,,,,,,,,
15327,119,1,No,0,,1323,1299,1351,1256,,,,,,
15328,119,1,No,0,,,,,,,,,,,
15329,119,1,No,0,,1240,,,,,,,,,
15330,119,1,No,0,,,,,,,,,,,
15331,119,1,No,0,,1256,,,,,,,,,
15332,119,1,No,0,,,,,,,,,,,
15333,119,1,Yes,1,20 CanPrecede 119,1256,1299,1323,20,1351,,,,,
15334,119,1,No,0,,,,,,,,,,,
15335,119,1,No,0,,,,,,,,,,,
15340,20,1,No,0,,,,,,,,,,,
15341,20,1,No,0,,,,,,,,,,,
15342,20,1,No,0,,,,,,,,,,,
15343,20,1,Yes,1,1284 ChildOf 20,1284,1074,433,605,1094,1046,1054,664,1312,396
15344,20,1,No,0,,567,667,184,1125,917,62,1049,316,799,777
15345,20,1,No,0,,913,25,1122,1058,615,1117,435,915,1086,1056
15348,362,1,No,0,,34,539,1320,502,520,920,1209,1247,244,1321
15349,362,1,No,0,,1329,,,,,,,,,
15367,119,1,No,0,,,,,,,,,,,
15368,119,1,No,0,,,,,,,,,,,
15369,119,1,No,0,,1310,30,33,29,1229,32,1193,552,1282,186
15404,119,1,Yes,1,20 CanPrecede 119,1240,20,,,,,,,,
15405,119,1,No,0,,1065,619,1119,201,1092,92,298,1101,653,766
15406,119,1,No,0,,98,761,1044,86,762,66,1043,615,524,374
15407,119,1,No,0,,1296,216,95,771,563,623,1123,1087,908,183
15408,119,1,No,0,,,,,,,,,,,
15409,119,1,No,0,,1084,597,1066,1094,1043,1120,1097,1089,1262,761
15410,119,1,No,0,,1119,653,161,163,460,165,1092,498,1093,1055
15411,119,1,No,0,,,,,,,,,,,
15417,79,1,No,0,,1261,1251,,,,,,,,
15418,119,1,No,0,,1274,1252,1322,1311,1317,1290,497,1224,1022,1259
15419,119,1,No,0,,667,316,917,567,1315,1116,777,1004,184,527
15420,119,1,No,0,,,,,,,,,,,
15421,119,1,No,0,,1072,1095,1052,1090,126,91,499,1063,179,81
15422,119,1,Yes,1,788 ChildOf 119,8,314,788,477,623,391,430,625,487,183
15423,119,1,No,0,,,,,,,,,,,
15424,119,1,No,0,,,,,,,,,,,
15425,119,1,Yes,1,805 ChildOf 119,391,593,1062,494,53,773,410,476,805,90
15426,119,1,No,0,,,,,,,,,,,
15427,119,1,No,0,,121,157,689,230,83,1038,14,422,122,15
15428,119,1,No,0,,531,191,93,49,42,37,38,44,47,46
15432,200,1,No,0,,1240,20,,,,,,,,
15433,200,1,No,0,,1022,1224,1302,1311,1316,479,1268,116,,
15434,200,1,No,0,,1251,362,798,1250,328,,,,,
15435,200,1,No,0,,1299,1323,1256,1351,,,,,,
15436,200,1,No,0,,,,,,,,,,,
15437,200,1,No,0,,1221,831,79,226,,,,,,
15438,200,1,No,0,,1299,1323,1240,1256,,,,,,
15439,200,1,No,0,,1256,,,,,,,,,
15440,119,1,No,0,,1022,1231,1224,1316,1302,,,,,
15441,119,1,Yes,1,128 CanPrecede 119,108,688,638,5,669,564,348,482,128,148
15442,119,1,No,0,,546,81,64,82,583,1075,401,295,1258,91
15443,190,1,No,0,,,,,,,,,,,
15444,190,1,No,0,,,,,,,,,,,
15445,190,1,No,0,,35,1267,1039,89,1246,,,,,
15446,190,1,No,0,,1294,,,,,,,,,
15447,119,1,No,0,,,,,,,,,,,
15448,119,1,No,0,,,,,,,,,,,
15449,119,1,No,0,,,,,,,,,,,
15459,20,1,No,0,,,,,,,,,,,
15461,416,1,No,0,,1256,1240,1351,,,,,,,
15462,79,1,No,0,,,,,,,,,,,
15463,94,1,No,0,,26,28,1176,621,1054,636,637,1099,1071,825
15464,94,1,No,0,,787,1126,317,785,1106,540,436,154,1090,1052
15465,94,1,No,0,,541,528,607,233,222,278,613,687,706,118
15466,94,1,No,0,,,,,,,,,,,
15467,94,1,No,0,,436,1076,1068,1100,147,1106,36,780,1271,1124
15468,94,1,No,0,,1326,1389,828,1223,639,319,650,942,22,838
15469,94,1,No,0,,613,281,40,614,39,104,366,510,538,528
15470,190,1,No,0,,,,,,,,,,,
15475,416,1,No,0,,1240,20,,,,,,,,
15476,190,1,No,0,,,,,,,,,,,
15477,79,1,No,0,,,,,,,,,,,
15478,79,1,No,0,,,,,,,,,,,
15479,79,1,No,0,,,,,,,,,,,
15480,79,1,No,0,,,,,,,,,,,
15481,79,1,No,0,,,,,,,,,,,
15482,79,1,No,0,,1326,1223,,,,,,,,
15483,79,1,No,0,,,,,,,,,,,
15484,79,1,No,0,,,,,,,,,,,
15485,79,1,No,0,,,,,,,,,,,
15486,79,1,No,0,,1244,1326,1338,,,,,,,
15487,79,1,No,0,,1341,,,,,,,,,
15488,200,1,No,0,,,,,,,,,,,
15489,79,1,No,0,,,,,,,,,,,
15490,79,1,No,0,,,,,,,,,,,
15491,79,1,No,0,,,,,,,,,,,
15492,79,1,No,0,,,,,,,,,,,
15493,119,1,No,0,,1224,,,,,,,,,
