Index,CWE,Vulnerable,relation-with-Top-3,#relevant-top-3,relations,TP,TN,FP,FN,Extra FN,similar-id-1,similar-id-2,similar-id-3
15204,119,1,No,0,,,,,,Yes,1069,1045,1072
15205,119,1,No,0,,,,,Yes,,,,
15206,119,1,No,0,,,,,,Yes,1299,,
15207,119,1,No,0,,,,,Yes,,,,
15208,119,1,No,0,,,,,,Yes,487,476,425
15209,119,1,No,0,,,,,,Yes,598,1057,530
15210,119,1,No,0,,,,,,Yes,391,593,773
15211,119,1,No,0,,,,,Yes,,,,
15212,119,1,No,0,,,,,,Yes,122,568,561
15223,20,1,No,0,,,,,,Yes,250,1385,1232
15225,20,1,No,0,,,,,,Yes,663,42,49
15234,119,1,No,0,,,,,Yes,,,,
15235,119,1,No,0,,,,,,Yes,1104,134,110
15236,284,1,No,0,,,,,Yes,,,,
15237,284,1,No,0,,,,,,Yes,616,26,
15257,79,1,Yes,1,81 ChildOf 79,Yes,,,,,1058,82,81
15258,79,1,No,0,,,,,Yes,,,,
15259,79,1,No,0,,,,,,Yes,1066,1120,1084
15260,79,1,No,0,,,,,,Yes,28,616,1083
15261,79,1,No,0,,,,,,Yes,832,596,54
15262,416,1,No,0,,,,,Yes,,,,
15263,416,1,No,0,,,,,Yes,,,,
15264,416,1,No,0,,,,,Yes,,,,
15265,416,1,No,0,,,,,Yes,,,,
15266,416,1,No,0,,,,,,Yes,1240,,
15267,119,1,No,0,,,,,Yes,,,,
15271,119,1,No,0,,,,,,Yes,1261,,
15272,119,1,No,0,,,,,Yes,,,,
15273,119,1,No,0,,,,,Yes,,,,
15274,119,1,No,0,,,,,,Yes,241,568,561
15275,119,1,No,0,,,,,Yes,,,,
15276,119,1,No,0,,,,,,Yes,1041,615,243
15277,119,1,No,0,,,,,Yes,,,,
15279,119,1,No,0,,,,,Yes,,,,
15280,119,1,No,0,,,,,Yes,,,,
15285,119,1,No,0,,,,,,Yes,1022,1224,
15294,20,1,No,0,,,,,,Yes,1224,1022,
15295,20,1,No,0,,,,,,Yes,1221,1273,831
15296,22,1,No,0,,,,,Yes,,,,
15297,22,1,No,0,,,,,Yes,,,,
15314,287,1,No,0,,,,,,Yes,436,1076,36
15315,20,1,No,0,,,,,Yes,,,,
15322,119,1,No,0,,,,,Yes,,,,
15323,119,1,No,0,,,,,Yes,,,,
15324,119,1,No,0,,,,,,Yes,498,653,460
15325,119,1,No,0,,,,,,Yes,439,495,674
15326,119,1,No,0,,,,,Yes,,,,
15327,119,1,No,0,,,,,,Yes,1323,1299,
15328,119,1,No,0,,,,,Yes,,,,
15329,119,1,No,0,,,,,Yes,,,,
15330,119,1,No,0,,,,,Yes,,,,
15331,119,1,No,0,,,,,Yes,,,,
15332,119,1,No,0,,,,,Yes,,,,
15333,119,1,No,0,,,,,,Yes,1256,1299,
15334,119,1,No,0,,,,,Yes,,,,
15335,119,1,No,0,,,,,Yes,,,,
15340,20,1,No,0,,,,,Yes,,,,
15341,20,1,No,0,,,,,Yes,,,,
15342,20,1,No,0,,,,,Yes,,,,
15343,20,1,Yes,1,1284 ChildOf 20,Yes,,,,,1284,1074,433
15344,20,1,No,0,,,,,,Yes,567,667,184
15345,20,1,No,0,,,,,,Yes,913,25,1122
15348,362,1,No,0,,,,,,Yes,34,539,1320
15349,362,1,No,0,,,,,Yes,,,,
15367,119,1,No,0,,,,,Yes,,,,
15368,119,1,No,0,,,,,Yes,,,,
15369,119,1,No,0,,,,,,Yes,1310,30,33
15404,119,1,No,0,,,,,,Yes,1240,,
15405,119,1,No,0,,,,,,Yes,1065,619,1119
15406,119,1,No,0,,,,,,Yes,98,761,1044
15407,119,1,No,0,,,,,,Yes,1296,216,95
15408,119,1,No,0,,,,,Yes,,,,
15409,119,1,No,0,,,,,,Yes,1084,597,1066
15410,119,1,No,0,,,,,,Yes,1119,653,161
15411,119,1,No,0,,,,,Yes,,,,
15417,79,1,No,0,,,,,,Yes,1261,,
15418,119,1,No,0,,,,,,Yes,1274,1252,1322
15419,119,1,No,0,,,,,,Yes,667,316,917
15420,119,1,No,0,,,,,Yes,,,,
15421,119,1,No,0,,,,,,Yes,1072,1095,1052
15422,119,1,Yes,1,788 ChildOf 119,Yes,,,,,8,314,788
15423,119,1,No,0,,,,,Yes,,,,
15424,119,1,No,0,,,,,Yes,,,,
15425,119,1,No,0,,,,,,Yes,391,593,1062
15426,119,1,No,0,,,,,Yes,,,,
15427,119,1,No,0,,,,,,Yes,121,157,689
15428,119,1,No,0,,,,,,Yes,531,191,93
15432,200,1,No,0,,,,,Yes,,,,
15433,200,1,No,0,,,,,,Yes,1022,1224,
15434,200,1,No,0,,,,,,Yes,1251,,
15435,200,1,No,0,,,,,,Yes,1299,1323,1256
15436,200,1,No,0,,,,,Yes,,,,
15437,200,1,No,0,,,,,Yes,,,,
15438,200,1,No,0,,,,,,Yes,1299,1323,
15439,200,1,No,0,,,,,Yes,,,,
15440,119,1,No,0,,,,,,Yes,1022,1231,
15441,119,1,No,0,,,,,,Yes,108,688,638
15442,119,1,No,0,,,,,,Yes,546,81,64
15443,190,1,No,0,,,,,Yes,,,,
15444,190,1,No,0,,,,,Yes,,,,
15445,190,1,No,0,,,,,,Yes,35,,
15446,190,1,No,0,,,,,Yes,,,,
15447,119,1,No,0,,,,,Yes,,,,
15448,119,1,No,0,,,,,Yes,,,,
15449,119,1,No,0,,,,,Yes,,,,
15459,20,1,No,0,,,,,Yes,,,,
15461,416,1,No,0,,,,,Yes,,,,
15462,79,1,No,0,,,,,Yes,,,,
15463,94,1,No,0,,,,,,Yes,26,28,1176
15464,94,1,No,0,,,,,,Yes,787,1126,317
15465,94,1,No,0,,,,,,Yes,541,528,607
15466,94,1,No,0,,,,,Yes,,,,
15467,94,1,No,0,,,,,,Yes,436,1076,1068
15468,94,1,No,0,,,,,,Yes,1326,1389,828
15469,94,1,No,0,,,,,,Yes,613,281,40
15470,190,1,No,0,,,,,Yes,,,,
15475,416,1,No,0,,,,,,Yes,1240,,
15476,190,1,No,0,,,,,Yes,,,,
15477,79,1,No,0,,,,,Yes,,,,
15478,79,1,No,0,,,,,Yes,,,,
15479,79,1,No,0,,,,,Yes,,,,
15480,79,1,No,0,,,,,Yes,,,,
15481,79,1,No,0,,,,,Yes,,,,
15482,79,1,No,0,,,,,Yes,,,,
15483,79,1,No,0,,,,,Yes,,,,
15484,79,1,No,0,,,,,Yes,,,,
15485,79,1,No,0,,,,,Yes,,,,
15486,79,1,No,0,,,,,,Yes,1244,,
15487,79,1,No,0,,,,,Yes,,,,
15488,200,1,No,0,,,,,Yes,,,,
15489,79,1,No,0,,,,,Yes,,,,
15490,79,1,No,0,,,,,Yes,,,,
15491,79,1,No,0,,,,,Yes,,,,
15492,79,1,No,0,,,,,Yes,,,,
15493,119,1,No,0,,,,,Yes,,,,
15494,416,1,No,0,,,,,,Yes,829,329,843
15495,416,1,No,0,,,,,,Yes,482,491,97
15496,416,1,No,0,,,,,,Yes,1243,1342,
15497,416,1,No,0,,,,,,Yes,29,30,552
15498,416,1,No,0,,,,,,Yes,1282,1024,1285
15499,416,1,No,0,,,,,,Yes,527,316,925
15500,416,1,No,0,,,,,,Yes,1329,,
15501,416,1,No,0,,,,,Yes,,,,
15502,416,1,No,0,,,,,,Yes,1050,749,1041
15503,416,1,No,0,,,,,,Yes,148,564,286
15504,416,1,No,0,,,,,,Yes,51,50,793
15505,416,1,No,0,,,,,,Yes,835,185,50
15506,416,1,No,0,,,,,,Yes,1262,245,526
15507,416,1,No,0,,,,,Yes,,,,
15508,416,1,No,0,,,,,,Yes,785,599,1106
15509,416,1,No,0,,,,,Yes,,,,
15510,416,1,No,0,,,,,,Yes,40,39,341
15511,416,1,No,0,,,,,Yes,,,,
15512,416,1,No,0,,,,,Yes,,,,
15513,416,1,No,0,,,,,,Yes,1041,615,1096
15514,20,1,No,0,,,,,,Yes,612,626,492
15515,284,1,No,0,,,,,,Yes,1299,,
15516,284,1,No,0,,,,,Yes,,,,
15517,284,1,No,0,,,,,Yes,,,,
15518,79,1,No,0,,,,,,Yes,433,1284,1242
15519,119,1,No,0,,,,,Yes,,,,
15520,119,1,No,0,,,,,Yes,,,,
15556,119,1,No,0,,,,,Yes,,,,
15557,119,1,No,0,,,,,Yes,,,,
15558,119,1,No,0,,,,,,Yes,1022,1224,
15559,119,1,No,0,,,,,Yes,,,,
15560,119,1,No,0,,,,,,Yes,665,404,1296
15561,119,1,No,0,,,,,,Yes,1119,653,460
15562,119,1,No,0,,,,,,Yes,1119,1092,619
15563,119,1,No,0,,,,,Yes,,,,
15564,119,1,No,0,,,,,Yes,,,,
15565,119,1,No,0,,,,,,Yes,1240,,
15566,119,1,No,0,,,,,Yes,,,,
15567,119,1,No,0,,,,,Yes,,,,
15568,119,1,No,0,,,,,,Yes,616,138,1104
15569,119,1,No,0,,,,,,Yes,690,583,375
15570,119,1,No,0,,,,,,Yes,1022,1224,
15571,119,1,No,0,,,,,,Yes,616,138,1104
15572,119,1,No,0,,,,,,Yes,1240,,
15573,119,1,No,0,,,,,,Yes,1240,,
15574,119,1,No,0,,,,,Yes,,,,
15575,119,1,No,0,,,,,Yes,,,,
15576,119,1,No,0,,,,,Yes,,,,
15577,119,1,No,0,,,,,Yes,,,,
15578,119,1,No,0,,,,,Yes,,,,
15579,119,1,No,0,,,,,,Yes,1209,502,539
15580,119,1,No,0,,,,,Yes,,,,
15581,119,1,No,0,,,,,,Yes,1240,,
15582,119,1,No,0,,,,,Yes,,,,
15583,119,1,No,0,,,,,Yes,,,,
15584,119,1,No,0,,,,,Yes,,,,
15585,119,1,No,0,,,,,,Yes,1240,,
15586,119,1,No,0,,,,,Yes,,,,
15587,119,1,No,0,,,,,Yes,,,,
15588,119,1,No,0,,,,,,Yes,1240,,
15589,119,1,No,0,,,,,Yes,,,,
15590,119,1,No,0,,,,,Yes,,,,
15591,119,1,No,0,,,,,Yes,,,,
15595,20,1,No,0,,,,,,Yes,34,244,31
15596,20,1,No,0,,,,,,Yes,40,39,1078
15597,20,1,No,0,,,,,,Yes,527,1234,754
15602,200,1,No,0,,,,,,Yes,81,546,82
15606,284,1,No,0,,,,,Yes,,,,
15607,284,1,No,0,,,,,,Yes,435,1096,615
15608,284,1,No,0,,,,,,Yes,1095,1072,1052
15609,284,1,No,0,,,,,,Yes,250,1232,1278
15610,284,1,Yes,1,1323 ChildOf 284,Yes,,,,,1299,1351,1323
15611,284,1,No,0,,,,,,Yes,1254,,
15612,284,1,No,0,,,,,Yes,,,,
15613,284,1,Yes,1,1267 ChildOf 284,Yes,,,,,1267,1039,35
15614,284,1,No,0,,,,,Yes,,,,
15615,284,1,No,0,,,,,,Yes,1071,111,26
15616,284,1,No,0,,,,,Yes,,,,
15617,284,1,Yes,1,1312 ChildOf 284,Yes,,,,,1064,1054,1312
15618,284,1,No,0,,,,,,Yes,81,82,401
15619,284,1,No,0,,,,,Yes,,,,
15620,284,1,No,0,,,,,Yes,,,,
15622,200,1,No,0,,,,,Yes,,,,
15623,284,1,No,0,,,,,,Yes,333,51,793
15624,284,1,No,0,,,,,,Yes,8,314,788
15625,284,1,No,0,,,,,,Yes,433,605,1284
15626,284,1,No,0,,,,,,Yes,1190,1336,
15627,284,1,Yes,1,1312 ChildOf 284,Yes,,,,,111,558,1312
15628,284,1,No,0,,,,,Yes,,,,
15629,284,1,No,0,,,,,Yes,,,,
15630,284,1,No,0,,,,,,Yes,1240,,
15631,284,1,No,0,,,,,,Yes,1096,590,615
15632,284,1,No,0,,,,,,Yes,831,1221,94
15634,362,1,No,0,,,,,Yes,,,,
15635,22,1,No,0,,,,,Yes,,,,
15636,22,1,No,0,,,,,Yes,,,,
15637,22,1,No,0,,,,,Yes,,,,
15638,22,1,No,0,,,,,,Yes,1299,,
15639,22,1,No,0,,,,,Yes,,,,
15640,79,1,No,0,,,,,,Yes,621,28,26
15641,20,1,No,0,,,,,Yes,,,,
15643,284,1,No,0,,,,,Yes,,,,
15644,284,1,No,0,,,,,,Yes,1244,,
15645,284,1,No,0,,,,,,Yes,312,612,33
15646,284,1,No,0,,,,,,Yes,1329,,
15650,119,1,No,0,,,,,Yes,,,,
15651,119,1,No,0,,,,,,Yes,653,460,1092
15652,119,1,No,0,,,,,Yes,,,,
15653,119,1,No,0,,,,,Yes,,,,
15654,119,1,No,0,,,,,Yes,,,,
15655,119,1,No,0,,,,,Yes,,,,
15656,119,1,No,0,,,,,Yes,,,,
15657,119,1,No,0,,,,,,Yes,1331,,
15658,119,1,No,0,,,,,Yes,,,,
15659,704,1,No,0,,,,,,Yes,564,148,286
15660,704,1,No,0,,,,,Yes,,,,
15661,732,1,No,0,,,,,Yes,,,,
15662,732,1,No,0,,,,,Yes,,,,
15663,732,1,No,0,,,,,Yes,,,,
15665,732,1,No,0,,,,,Yes,,,,
15666,416,1,No,0,,,,,,Yes,439,1187,674
15667,416,1,No,0,,,,,,Yes,83,109,14
15668,416,1,No,0,,,,,,Yes,533,534,542
15669,20,1,No,0,,,,,,Yes,86,1044,1043
15670,20,1,No,0,,,,,,Yes,1058,551,1122
15671,20,1,No,0,,,,,,Yes,86,1262,368
15672,20,1,No,0,,,,,,Yes,531,191,37
15673,20,1,No,0,,,,,Yes,,,,
15674,20,1,No,0,,,,,Yes,,,,
15675,20,1,No,0,,,,,Yes,,,,
15676,20,1,No,0,,,,,,Yes,1323,1351,1299
15677,704,1,No,0,,,,,,Yes,1323,1351,
15678,20,1,No,0,,,,,Yes,,,,
15679,20,1,No,0,,,,,Yes,,,,
15680,20,1,No,0,,,,,,Yes,1240,,
15681,20,1,No,0,,,,,Yes,,,,
15682,20,1,No,0,,,,,,Yes,546,1075,602
15683,20,1,No,0,,,,,,Yes,1267,35,1077
15684,20,1,No,0,,,,,,Yes,1330,1341,
15685,20,1,No,0,,,,,,Yes,1329,,
15686,20,1,No,0,,,,,,Yes,1058,1086,1056
15687,20,1,Yes,1,1289 ChildOf 20,Yes,,,,,1331,1301,1289
15688,20,1,No,0,,,,,Yes,,,,
15689,20,1,No,0,,,,,,Yes,439,674,1187
15690,20,1,No,0,,,,,Yes,,,,
15691,20,1,No,0,,,,,,Yes,1124,318,1076
15692,20,1,No,0,,,,,,Yes,1240,,
15693,20,1,No,0,,,,,Yes,,,,
15694,20,1,No,0,,,,,,Yes,528,607,613
15695,20,1,No,0,,,,,Yes,,,,
15696,20,1,No,0,,,,,,Yes,1240,,
15697,200,1,No,0,,,,,,Yes,1252,1317,1311
15698,200,1,No,0,,,,,,Yes,185,835,50
15699,200,1,No,0,,,,,,Yes,1240,,
15700,200,1,No,0,,,,,,Yes,91,82,1063
15701,200,1,No,0,,,,,,Yes,91,82,1063
15702,200,1,Yes,1,200 and 1331 are siblings,Yes,,,,,1331,1234,1286
15703,200,1,No,0,,,,,,Yes,148,564,286
15704,200,1,No,0,,,,,Yes,,,,
15705,200,1,No,0,,,,,,Yes,1058,1057,64
15706,200,1,No,0,,,,,Yes,,,,
15707,200,1,No,0,,,,,,Yes,29,30,33
15708,200,1,No,0,,,,,,Yes,1301,1289,837
15709,704,1,No,0,,,,,Yes,,,,
15710,20,1,No,0,,,,,,Yes,1299,1323,1256
15711,416,1,No,0,,,,,,Yes,1278,1385,642
15712,416,1,No,0,,,,,,Yes,1268,1269,116
15713,20,1,No,0,,,,,,Yes,1393,1099,28
15714,20,1,No,0,,,,,,Yes,564,148,286
15715,20,1,No,0,,,,,Yes,,,,
15716,20,1,No,0,,,,,Yes,,,,
15717,20,1,No,0,,,,,Yes,,,,
15718,20,1,No,0,,,,,Yes,,,,
15719,20,1,No,0,,,,,Yes,,,,
15720,20,1,No,0,,,,,,Yes,1240,,
15723,20,1,No,0,,,,,,Yes,1240,,
15724,20,1,No,0,,,,,Yes,,,,
15725,20,1,No,0,,,,,Yes,,,,
15726,20,1,No,0,,,,,Yes,,,,
15727,125,1,No,0,,,,,,Yes,1281,26,621
15728,125,1,No,0,,,,,,Yes,329,1233,472
15729,125,1,No,0,,,,,Yes,,,,
15730,125,1,No,0,,,,,,Yes,662,1233,
15731,125,1,No,0,,,,,,Yes,1385,35,1278
15732,125,1,No,0,,,,,Yes,,,,
15733,125,1,No,0,,,,,Yes,,,,
15734,125,1,No,0,,,,,,Yes,1329,,
15735,125,1,No,0,,,,,,Yes,1084,597,1085
15736,125,1,No,0,,,,,,Yes,35,1267,1039
15737,125,1,No,0,,,,,,Yes,1251,,
15738,125,1,No,0,,,,,Yes,,,,
15739,125,1,No,0,,,,,Yes,,,,
15740,125,1,No,0,,,,,Yes,,,,
15741,125,1,No,0,,,,,,Yes,1070,111,1064
15742,125,1,No,0,,,,,,Yes,1240,,
15743,416,1,No,0,,,,,,Yes,1391,1115,594
15744,416,1,No,0,,,,,Yes,,,,
15745,416,1,No,0,,,,,Yes,,,,
15746,125,1,No,0,,,,,,Yes,111,1064,1312
15747,20,1,No,0,,,,,,Yes,1240,,
15748,20,1,No,0,,,,,Yes,,,,
15749,20,1,No,0,,,,,Yes,,,,
15750,20,1,No,0,,,,,Yes,,,,
15751,20,1,No,0,,,,,,Yes,14,83,117
15752,362,1,No,0,,,,,Yes,,,,
15753,362,1,No,0,,,,,Yes,,,,
15754,362,1,No,0,,,,,Yes,,,,
15755,362,1,No,0,,,,,Yes,,,,
15756,20,1,No,0,,,,,Yes,,,,
15757,79,1,No,0,,,,,Yes,,,,
15758,362,1,No,0,,,,,,Yes,488,1260,1320
15759,362,1,No,0,,,,,,Yes,829,1222,329
15760,362,1,No,0,,,,,,Yes,1221,1191,
15761,362,1,No,0,,,,,Yes,,,,
15762,362,1,No,0,,,,,,Yes,1268,1300,760
15763,125,1,No,0,,,,,,Yes,1303,760,1268
15764,125,1,No,0,,,,,,Yes,1058,551,1021
15765,125,1,No,0,,,,,,Yes,785,795,1106
15766,125,1,No,0,,,,,,Yes,35,1246,1039
15767,787,1,No,0,,,,,Yes,,,,
15768,787,1,No,0,,,,,Yes,,,,
15769,362,1,No,0,,,,,Yes,,,,
15770,362,1,No,0,,,,,Yes,,,,
15771,416,1,No,0,,,,,Yes,,,,
15772,416,1,No,0,,,,,Yes,,,,
15773,416,1,No,0,,,,,,Yes,1282,1193,1301
15774,416,1,No,0,,,,,Yes,,,,
15775,416,1,No,0,,,,,Yes,,,,
15776,416,1,No,0,,,,,,Yes,391,326,487
15777,416,1,No,0,,,,,,Yes,391,484,326
15778,416,1,No,0,,,,,Yes,,,,
15779,416,1,No,0,,,,,,Yes,1240,,
15780,416,1,No,0,,,,,Yes,,,,
15781,416,1,No,0,,,,,,Yes,1323,1299,1351
15782,416,1,No,0,,,,,,Yes,1055,144,143
15783,416,1,No,0,,,,,Yes,,,,
15784,416,1,No,0,,,,,,Yes,1256,1351,1299
15785,416,1,No,0,,,,,Yes,,,,
15786,281,1,No,0,,,,,,Yes,35,1267,1039
15787,281,1,No,0,,,,,Yes,,,,
15788,281,1,No,0,,,,,Yes,,,,
15789,281,1,No,0,,,,,,Yes,1084,524,1094
15790,281,1,No,0,,,,,Yes,,,,
15791,281,1,No,0,,,,,Yes,,,,
15792,281,1,No,0,,,,,,Yes,1240,,
15794,311,1,No,0,,,,,Yes,,,,
15795,311,1,No,0,,,,,Yes,,,,
15796,311,1,No,0,,,,,Yes,,,,
15797,311,1,No,0,,,,,Yes,,,,
15798,311,1,No,0,,,,,Yes,,,,
15799,311,1,No,0,,,,,Yes,,,,
15800,311,1,No,0,,,,,,Yes,1331,1301,130
15801,311,1,No,0,,,,,,Yes,433,1312,1284
15802,119,1,No,0,,,,,Yes,,,,
15803,119,1,No,0,,,,,Yes,,,,
15804,119,1,No,0,,,,,,Yes,86,1044,615
15805,119,1,No,0,,,,,,Yes,612,626,312
15806,119,1,No,0,,,,,Yes,,,,
15807,119,1,No,0,,,,,Yes,,,,
15808,119,1,Yes,1,20 CanPrecede 119,Yes,,,,,20,,
15809,79,1,No,0,,,,,,Yes,1351,1299,
15810,200,1,No,0,,,,,Yes,,,,
15811,200,1,No,0,,,,,Yes,,,,
15812,200,1,No,0,,,,,,Yes,35,1039,1267
15813,200,1,No,0,,,,,Yes,,,,
15814,200,1,No,0,,,,,,Yes,1299,1256,1351
15815,200,1,No,0,,,,,,Yes,1338,,
15816,200,1,No,0,,,,,,Yes,1106,11,1076
15817,200,1,No,0,,,,,Yes,,,,
15818,200,1,No,0,,,,,Yes,,,,
15819,200,1,No,0,,,,,Yes,,,,
15820,200,1,No,0,,,,,,Yes,1090,772,1103
15821,200,1,No,0,,,,,,Yes,1268,116,1339
15822,200,1,No,0,,,,,Yes,,,,
15823,200,1,No,0,,,,,Yes,,,,
15824,119,1,No,0,,,,,Yes,,,,
15825,119,1,No,0,,,,,Yes,,,,
15826,119,1,No,0,,,,,Yes,,,,
15827,119,1,No,0,,,,,Yes,,,,
15828,119,1,No,0,,,,,Yes,,,,
15829,119,1,No,0,,,,,,Yes,156,43,42
15830,119,1,No,0,,,,,,Yes,1224,1220,1268
15831,119,1,No,0,,,,,Yes,,,,
15832,119,1,No,0,,,,,,Yes,1320,520,
15833,119,1,No,0,,,,,Yes,,,,
15834,119,1,No,0,,,,,,Yes,1104,616,134
15835,119,1,No,0,,,,,,Yes,1104,616,1176
15836,119,1,No,0,,,,,Yes,,,,
15837,119,1,No,0,,,,,Yes,,,,
15838,119,1,No,0,,,,,,Yes,1256,1299,
15839,119,1,No,0,,,,,Yes,,,,
15840,119,1,No,0,,,,,,Yes,1240,,
15841,119,1,No,0,,,,,Yes,,,,
15842,119,1,No,0,,,,,Yes,,,,
15843,416,1,No,0,,,,,Yes,,,,
15844,416,1,No,0,,,,,Yes,,,,
15845,416,1,No,0,,,,,Yes,,,,
15846,416,1,No,0,,,,,Yes,,,,
15847,416,1,No,0,,,,,,Yes,96,122,14
15848,416,1,No,0,,,,,,Yes,1193,32,33
15849,416,1,No,0,,,,,Yes,,,,
15850,1021,1,No,0,,,,,Yes,,,,
15851,476,1,No,0,,,,,Yes,,,,
15852,476,1,No,0,,,,,Yes,,,,
15853,79,1,No,0,,,,,,Yes,1312,605,396
15854,79,1,No,0,,,,,Yes,,,,
15855,79,1,No,0,,,,,Yes,,,,
15856,787,1,No,0,,,,,Yes,,,,
15857,787,1,No,0,,,,,Yes,,,,
15859,787,1,No,0,,,,,Yes,,,,
15860,787,1,No,0,,,,,,Yes,1299,1351,
15861,787,1,No,0,,,,,Yes,,,,
15862,787,1,No,0,,,,,,Yes,329,829,759
15863,787,1,No,0,,,,,,Yes,1299,,
15864,787,1,No,0,,,,,Yes,,,,
15865,787,1,No,0,,,,,,Yes,829,329,1264
15866,200,1,No,0,,,,,Yes,,,,
15867,200,1,No,0,,,,,,Yes,1256,1299,
15868,200,1,No,0,,,,,,Yes,1315,61,138
15869,200,1,No,0,,,,,,Yes,825,1281,621
15872,416,1,No,0,,,,,,Yes,619,581,92
15873,284,1,No,0,,,,,Yes,,,,
15874,284,1,No,0,,,,,,Yes,1090,603,179
15875,20,1,Yes,1,1284 ChildOf 20,Yes,,,,,605,1284,1074
15876,20,1,No,0,,,,,,Yes,1094,1097,77
15877,20,1,No,0,,,,,Yes,,,,
15878,20,1,No,0,,,,,Yes,,,,
15879,20,1,No,0,,,,,Yes,,,,
15880,20,1,No,0,,,,,Yes,,,,
15881,20,1,No,0,,,,,,Yes,829,329,207
15882,20,1,No,0,,,,,Yes,,,,
15883,20,1,No,0,,,,,Yes,,,,
15884,20,1,No,0,,,,,,Yes,1299,1351,1323
15885,416,1,No,0,,,,,Yes,,,,
15886,416,1,No,0,,,,,Yes,,,,
15887,416,1,No,0,,,,,Yes,,,,
15888,416,1,No,0,,,,,Yes,,,,
15889,416,1,No,0,,,,,Yes,,,,
15890,416,1,No,0,,,,,Yes,,,,
15891,416,1,No,0,,,,,Yes,,,,
15892,416,1,No,0,,,,,,Yes,527,925,316
15893,416,1,No,0,,,,,Yes,,,,
15894,416,1,No,0,,,,,Yes,,,,
15895,416,1,No,0,,,,,,Yes,1235,31,34
15896,416,1,No,0,,,,,,Yes,185,50,835
15897,190,1,No,0,,,,,,Yes,1058,598,1057
15898,190,1,No,0,,,,,,Yes,93,49,42
15899,190,1,No,0,,,,,,Yes,378,287,584
15900,190,1,Yes,1,190 and 191 are siblings,Yes,,,,,531,49,191
15901,200,1,No,0,,,,,,Yes,1119,1092,23
15902,20,1,No,0,,,,,,Yes,1240,,
15905,119,1,No,0,,,,,,Yes,1282,574,594
15906,119,1,No,0,,,,,Yes,,,,
15907,119,1,No,0,,,,,Yes,,,,
15908,119,1,No,0,,,,,,Yes,64,546,583
15909,119,1,No,0,,,,,,Yes,531,191,93
15910,119,1,No,0,,,,,Yes,,,,
15911,119,1,No,0,,,,,,Yes,111,1064,1071
15912,119,1,No,0,,,,,,Yes,583,64,202
15913,119,1,Yes,1,128 CanPrecede 119,Yes,,,,,655,128,564
15914,119,1,No,0,,,,,,Yes,1058,1122,1086
15915,119,1,No,0,,,,,Yes,,,,
15916,119,1,Yes,1,1260 CanPrecede 119,Yes,,,,,1260,250,1232
15917,119,1,No,0,,,,,,Yes,439,674,305
15918,119,1,No,0,,,,,,Yes,533,534,542
15919,119,1,No,0,,,,,,Yes,22,1338,1326
15920,20,1,No,0,,,,,,Yes,1299,1323,
15921,20,1,No,0,,,,,,Yes,613,104,614
15923,20,1,No,0,,,,,Yes,,,,
15924,20,1,No,0,,,,,Yes,,,,
15925,20,1,No,0,,,,,,Yes,1267,35,1039
15926,20,1,No,0,,,,,,Yes,1315,616,61
15927,20,1,No,0,,,,,,Yes,35,1267,1039
15928,20,1,No,0,,,,,,Yes,314,430,623
15929,20,1,No,0,,,,,,Yes,1282,918,24
15930,20,1,No,0,,,,,Yes,,,,
15931,20,1,No,0,,,,,,Yes,1072,1095,624
15932,20,1,No,0,,,,,,Yes,1240,,
15933,416,1,No,0,,,,,,Yes,94,79,831
15934,119,1,No,0,,,,,,Yes,508,509,439
15935,119,1,No,0,,,,,,Yes,920,520,1321
15936,119,1,No,0,,,,,,Yes,1233,207,662
15937,119,1,No,0,,,,,,Yes,583,64,546
15938,119,1,No,0,,,,,Yes,,,,
15939,119,1,No,0,,,,,,Yes,91,1063,546
15940,119,1,No,0,,,,,Yes,,,,
15941,119,1,No,0,,,,,,Yes,1351,1299,1323
15942,119,1,Yes,1,1339 CanPrecede 119,Yes,,,,,1268,1339,1269
15943,119,1,No,0,,,,,,Yes,1224,1231,1022
15944,119,1,No,0,,,,,,Yes,1310,1282,30
15945,119,1,Yes,1,805 ChildOf 119,Yes,,,,,410,391,805
15946,119,1,No,0,,,,,Yes,,,,
15947,119,1,No,0,,,,,Yes,,,,
15948,119,1,No,0,,,,,Yes,,,,
15949,119,1,No,0,,,,,,Yes,316,527,567
15950,119,1,No,0,,,,,Yes,,,,
15951,119,1,No,0,,,,,,Yes,1089,1085,765
15952,119,1,No,0,,,,,,Yes,1299,1351,
15953,190,1,No,0,,,,,Yes,,,,
15954,20,1,No,0,,,,,Yes,,,,
15955,20,1,No,0,,,,,Yes,,,,
15957,20,1,No,0,,,,,Yes,,,,
15958,20,1,No,0,,,,,Yes,,,,
15959,732,1,No,0,,,,,,Yes,1059,,
15961,732,1,No,0,,,,,,Yes,49,42,44
15962,732,1,Yes,1,732 and 491 are siblings,Yes,,,,,14,491,97
15963,732,1,No,0,,,,,,Yes,108,348,638
15964,732,1,No,0,,,,,,Yes,482,97,789
15965,732,1,No,0,,,,,,Yes,1061,598,489
15966,732,1,No,0,,,,,Yes,,,,
15967,732,1,No,0,,,,,Yes,,,,
15968,732,1,No,0,,,,,Yes,,,,
15969,732,1,No,0,,,,,,Yes,250,1204,1232
15970,732,1,No,0,,,,,,Yes,1123,,
15971,732,1,Yes,1,732 and 8 are siblings,Yes,,,,,623,314,8
